slide_name,roi_name,filepath,label
13829$2008-030-6$US$SCAN$OR$001 ,13829$2008-030-6$US$SCAN$OR$001 -region_5.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2008-030-6$US$SCAN$OR$001 /Y/13829$2008-030-6$US$SCAN$OR$001 -region_5.tiff,Y
13829$2008-030-6$US$SCAN$OR$001 ,13829$2008-030-6$US$SCAN$OR$001 -region_6.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2008-030-6$US$SCAN$OR$001 /Y/13829$2008-030-6$US$SCAN$OR$001 -region_6.tiff,Y
13829$2008-030-6$US$SCAN$OR$001 ,13829$2008-030-6$US$SCAN$OR$001 -region_8.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2008-030-6$US$SCAN$OR$001 /Y/13829$2008-030-6$US$SCAN$OR$001 -region_8.tiff,Y
13829$2008-030-6$US$SCAN$OR$001 ,13829$2008-030-6$US$SCAN$OR$001 -region_4.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2008-030-6$US$SCAN$OR$001 /E/13829$2008-030-6$US$SCAN$OR$001 -region_4.tiff,E
13829$2008-030-6$US$SCAN$OR$001 ,13829$2008-030-6$US$SCAN$OR$001 -region_7.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2008-030-6$US$SCAN$OR$001 /E/13829$2008-030-6$US$SCAN$OR$001 -region_7.tiff,E
13829$2009-031-4$US$SCAN$OR$001,13829$2009-031-4$US$SCAN$OR$001 -region_1.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-4$US$SCAN$OR$001/Y/13829$2009-031-4$US$SCAN$OR$001 -region_1.tiff,Y
13829$2009-031-4$US$SCAN$OR$001,13829$2009-031-4$US$SCAN$OR$001 -region_10.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-4$US$SCAN$OR$001/Y/13829$2009-031-4$US$SCAN$OR$001 -region_10.tiff,Y
13829$2009-031-4$US$SCAN$OR$001,13829$2009-031-4$US$SCAN$OR$001 -region_2.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-4$US$SCAN$OR$001/Y/13829$2009-031-4$US$SCAN$OR$001 -region_2.tiff,Y
13829$2009-031-4$US$SCAN$OR$001,13829$2009-031-4$US$SCAN$OR$001 -region_3.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-4$US$SCAN$OR$001/Y/13829$2009-031-4$US$SCAN$OR$001 -region_3.tiff,Y
13829$2009-031-4$US$SCAN$OR$001,13829$2009-031-4$US$SCAN$OR$001 -region_4.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-4$US$SCAN$OR$001/Y/13829$2009-031-4$US$SCAN$OR$001 -region_4.tiff,Y
13829$2009-031-4$US$SCAN$OR$001,13829$2009-031-4$US$SCAN$OR$001 -region_5.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-4$US$SCAN$OR$001/Y/13829$2009-031-4$US$SCAN$OR$001 -region_5.tiff,Y
13829$2009-031-4$US$SCAN$OR$001,13829$2009-031-4$US$SCAN$OR$001 -region_6.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-4$US$SCAN$OR$001/Y/13829$2009-031-4$US$SCAN$OR$001 -region_6.tiff,Y
13829$2009-031-4$US$SCAN$OR$001,13829$2009-031-4$US$SCAN$OR$001 -region_7.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-4$US$SCAN$OR$001/Y/13829$2009-031-4$US$SCAN$OR$001 -region_7.tiff,Y
13829$2009-031-4$US$SCAN$OR$001,13829$2009-031-4$US$SCAN$OR$001 -region_8.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-4$US$SCAN$OR$001/Y/13829$2009-031-4$US$SCAN$OR$001 -region_8.tiff,Y
13829$2009-031-4$US$SCAN$OR$001,13829$2009-031-4$US$SCAN$OR$001 -region_9.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-4$US$SCAN$OR$001/Y/13829$2009-031-4$US$SCAN$OR$001 -region_9.tiff,Y
13829$2009-031-5$US$SCAN$OR$001,13829$2009-031-5$US$SCAN$OR$001 -region_10.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-5$US$SCAN$OR$001/Y/13829$2009-031-5$US$SCAN$OR$001 -region_10.tiff,Y
13829$2009-031-5$US$SCAN$OR$001,13829$2009-031-5$US$SCAN$OR$001 -region_11.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-5$US$SCAN$OR$001/Y/13829$2009-031-5$US$SCAN$OR$001 -region_11.tiff,Y
13829$2009-031-5$US$SCAN$OR$001,13829$2009-031-5$US$SCAN$OR$001 -region_12.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-5$US$SCAN$OR$001/Y/13829$2009-031-5$US$SCAN$OR$001 -region_12.tiff,Y
13829$2009-031-5$US$SCAN$OR$001,13829$2009-031-5$US$SCAN$OR$001 -region_13.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-5$US$SCAN$OR$001/Y/13829$2009-031-5$US$SCAN$OR$001 -region_13.tiff,Y
13829$2009-031-5$US$SCAN$OR$001,13829$2009-031-5$US$SCAN$OR$001 -region_14.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-5$US$SCAN$OR$001/Y/13829$2009-031-5$US$SCAN$OR$001 -region_14.tiff,Y
13829$2009-031-5$US$SCAN$OR$001,13829$2009-031-5$US$SCAN$OR$001 -region_2.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-5$US$SCAN$OR$001/Y/13829$2009-031-5$US$SCAN$OR$001 -region_2.tiff,Y
13829$2009-031-5$US$SCAN$OR$001,13829$2009-031-5$US$SCAN$OR$001 -region_3.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-5$US$SCAN$OR$001/Y/13829$2009-031-5$US$SCAN$OR$001 -region_3.tiff,Y
13829$2009-031-5$US$SCAN$OR$001,13829$2009-031-5$US$SCAN$OR$001 -region_4.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-5$US$SCAN$OR$001/Y/13829$2009-031-5$US$SCAN$OR$001 -region_4.tiff,Y
13829$2009-031-5$US$SCAN$OR$001,13829$2009-031-5$US$SCAN$OR$001 -region_5.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-5$US$SCAN$OR$001/Y/13829$2009-031-5$US$SCAN$OR$001 -region_5.tiff,Y
13829$2009-031-5$US$SCAN$OR$001,13829$2009-031-5$US$SCAN$OR$001 -region_8.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-5$US$SCAN$OR$001/Y/13829$2009-031-5$US$SCAN$OR$001 -region_8.tiff,Y
13829$2009-031-5$US$SCAN$OR$001,13829$2009-031-5$US$SCAN$OR$001 -region_6.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-5$US$SCAN$OR$001/E/13829$2009-031-5$US$SCAN$OR$001 -region_6.tiff,E
13829$2009-031-5$US$SCAN$OR$001,13829$2009-031-5$US$SCAN$OR$001 -region_7.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-5$US$SCAN$OR$001/E/13829$2009-031-5$US$SCAN$OR$001 -region_7.tiff,E
13829$2009-031-5$US$SCAN$OR$001,13829$2009-031-5$US$SCAN$OR$001 -region_9.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2009-031-5$US$SCAN$OR$001/E/13829$2009-031-5$US$SCAN$OR$001 -region_9.tiff,E
13829$2010-015-1$US$SCAN$OR$001,13829$2010-015-1$US$SCAN$OR$001 -region_1.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-1$US$SCAN$OR$001/Y/13829$2010-015-1$US$SCAN$OR$001 -region_1.tiff,Y
13829$2010-015-1$US$SCAN$OR$001,13829$2010-015-1$US$SCAN$OR$001 -region_11.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-1$US$SCAN$OR$001/Y/13829$2010-015-1$US$SCAN$OR$001 -region_11.tiff,Y
13829$2010-015-1$US$SCAN$OR$001,13829$2010-015-1$US$SCAN$OR$001 -region_12.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-1$US$SCAN$OR$001/Y/13829$2010-015-1$US$SCAN$OR$001 -region_12.tiff,Y
13829$2010-015-1$US$SCAN$OR$001,13829$2010-015-1$US$SCAN$OR$001 -region_13.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-1$US$SCAN$OR$001/Y/13829$2010-015-1$US$SCAN$OR$001 -region_13.tiff,Y
13829$2010-015-1$US$SCAN$OR$001,13829$2010-015-1$US$SCAN$OR$001 -region_15.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-1$US$SCAN$OR$001/Y/13829$2010-015-1$US$SCAN$OR$001 -region_15.tiff,Y
13829$2010-015-1$US$SCAN$OR$001,13829$2010-015-1$US$SCAN$OR$001 -region_16.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-1$US$SCAN$OR$001/Y/13829$2010-015-1$US$SCAN$OR$001 -region_16.tiff,Y
13829$2010-015-1$US$SCAN$OR$001,13829$2010-015-1$US$SCAN$OR$001 -region_3.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-1$US$SCAN$OR$001/Y/13829$2010-015-1$US$SCAN$OR$001 -region_3.tiff,Y
13829$2010-015-1$US$SCAN$OR$001,13829$2010-015-1$US$SCAN$OR$001 -region_4.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-1$US$SCAN$OR$001/Y/13829$2010-015-1$US$SCAN$OR$001 -region_4.tiff,Y
13829$2010-015-1$US$SCAN$OR$001,13829$2010-015-1$US$SCAN$OR$001 -region_5.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-1$US$SCAN$OR$001/Y/13829$2010-015-1$US$SCAN$OR$001 -region_5.tiff,Y
13829$2010-015-1$US$SCAN$OR$001,13829$2010-015-1$US$SCAN$OR$001 -region_6.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-1$US$SCAN$OR$001/Y/13829$2010-015-1$US$SCAN$OR$001 -region_6.tiff,Y
13829$2010-015-1$US$SCAN$OR$001,13829$2010-015-1$US$SCAN$OR$001 -region_10.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-1$US$SCAN$OR$001/E/13829$2010-015-1$US$SCAN$OR$001 -region_10.tiff,E
13829$2010-015-1$US$SCAN$OR$001,13829$2010-015-1$US$SCAN$OR$001 -region_14.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-1$US$SCAN$OR$001/E/13829$2010-015-1$US$SCAN$OR$001 -region_14.tiff,E
13829$2010-015-1$US$SCAN$OR$001,13829$2010-015-1$US$SCAN$OR$001 -region_2.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-1$US$SCAN$OR$001/E/13829$2010-015-1$US$SCAN$OR$001 -region_2.tiff,E
13829$2010-015-1$US$SCAN$OR$001,13829$2010-015-1$US$SCAN$OR$001 -region_7.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-1$US$SCAN$OR$001/E/13829$2010-015-1$US$SCAN$OR$001 -region_7.tiff,E
13829$2010-015-1$US$SCAN$OR$001,13829$2010-015-1$US$SCAN$OR$001 -region_8.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-1$US$SCAN$OR$001/E/13829$2010-015-1$US$SCAN$OR$001 -region_8.tiff,E
13829$2010-015-1$US$SCAN$OR$001,13829$2010-015-1$US$SCAN$OR$001 -region_9.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-1$US$SCAN$OR$001/E/13829$2010-015-1$US$SCAN$OR$001 -region_9.tiff,E
13829$2010-015-2$US$SCAN$OR$001,13829$2010-015-2$US$SCAN$OR$001 -region_1.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-2$US$SCAN$OR$001/Y/13829$2010-015-2$US$SCAN$OR$001 -region_1.tiff,Y
13829$2010-015-2$US$SCAN$OR$001,13829$2010-015-2$US$SCAN$OR$001 -region_10.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-2$US$SCAN$OR$001/Y/13829$2010-015-2$US$SCAN$OR$001 -region_10.tiff,Y
13829$2010-015-2$US$SCAN$OR$001,13829$2010-015-2$US$SCAN$OR$001 -region_11.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-2$US$SCAN$OR$001/Y/13829$2010-015-2$US$SCAN$OR$001 -region_11.tiff,Y
13829$2010-015-2$US$SCAN$OR$001,13829$2010-015-2$US$SCAN$OR$001 -region_12.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-2$US$SCAN$OR$001/Y/13829$2010-015-2$US$SCAN$OR$001 -region_12.tiff,Y
13829$2010-015-2$US$SCAN$OR$001,13829$2010-015-2$US$SCAN$OR$001 -region_4.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-2$US$SCAN$OR$001/Y/13829$2010-015-2$US$SCAN$OR$001 -region_4.tiff,Y
13829$2010-015-2$US$SCAN$OR$001,13829$2010-015-2$US$SCAN$OR$001 -region_5.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-2$US$SCAN$OR$001/Y/13829$2010-015-2$US$SCAN$OR$001 -region_5.tiff,Y
13829$2010-015-2$US$SCAN$OR$001,13829$2010-015-2$US$SCAN$OR$001 -region_6.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-2$US$SCAN$OR$001/Y/13829$2010-015-2$US$SCAN$OR$001 -region_6.tiff,Y
13829$2010-015-2$US$SCAN$OR$001,13829$2010-015-2$US$SCAN$OR$001 -region_7.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-2$US$SCAN$OR$001/Y/13829$2010-015-2$US$SCAN$OR$001 -region_7.tiff,Y
13829$2010-015-2$US$SCAN$OR$001,13829$2010-015-2$US$SCAN$OR$001 -region_8.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-2$US$SCAN$OR$001/Y/13829$2010-015-2$US$SCAN$OR$001 -region_8.tiff,Y
13829$2010-015-2$US$SCAN$OR$001,13829$2010-015-2$US$SCAN$OR$001 -region_9.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-2$US$SCAN$OR$001/Y/13829$2010-015-2$US$SCAN$OR$001 -region_9.tiff,Y
13829$2010-015-2$US$SCAN$OR$001,13829$2010-015-2$US$SCAN$OR$001 -region_2.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-2$US$SCAN$OR$001/E/13829$2010-015-2$US$SCAN$OR$001 -region_2.tiff,E
13829$2010-015-2$US$SCAN$OR$001,13829$2010-015-2$US$SCAN$OR$001 -region_3.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-2$US$SCAN$OR$001/E/13829$2010-015-2$US$SCAN$OR$001 -region_3.tiff,E
13829$2010-015-4$US$SCAN$OR$001,13829$2010-015-4$US$SCAN$OR$001 -region_10.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-4$US$SCAN$OR$001/Y/13829$2010-015-4$US$SCAN$OR$001 -region_10.tiff,Y
13829$2010-015-4$US$SCAN$OR$001,13829$2010-015-4$US$SCAN$OR$001 -region_11.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-4$US$SCAN$OR$001/Y/13829$2010-015-4$US$SCAN$OR$001 -region_11.tiff,Y
13829$2010-015-4$US$SCAN$OR$001,13829$2010-015-4$US$SCAN$OR$001 -region_12.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-4$US$SCAN$OR$001/Y/13829$2010-015-4$US$SCAN$OR$001 -region_12.tiff,Y
13829$2010-015-4$US$SCAN$OR$001,13829$2010-015-4$US$SCAN$OR$001 -region_2.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-4$US$SCAN$OR$001/Y/13829$2010-015-4$US$SCAN$OR$001 -region_2.tiff,Y
13829$2010-015-4$US$SCAN$OR$001,13829$2010-015-4$US$SCAN$OR$001 -region_3.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-4$US$SCAN$OR$001/Y/13829$2010-015-4$US$SCAN$OR$001 -region_3.tiff,Y
13829$2010-015-4$US$SCAN$OR$001,13829$2010-015-4$US$SCAN$OR$001 -region_4.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-4$US$SCAN$OR$001/Y/13829$2010-015-4$US$SCAN$OR$001 -region_4.tiff,Y
13829$2010-015-4$US$SCAN$OR$001,13829$2010-015-4$US$SCAN$OR$001 -region_6.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-4$US$SCAN$OR$001/Y/13829$2010-015-4$US$SCAN$OR$001 -region_6.tiff,Y
13829$2010-015-4$US$SCAN$OR$001,13829$2010-015-4$US$SCAN$OR$001 -region_7.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-4$US$SCAN$OR$001/Y/13829$2010-015-4$US$SCAN$OR$001 -region_7.tiff,Y
13829$2010-015-4$US$SCAN$OR$001,13829$2010-015-4$US$SCAN$OR$001 -region_8.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-4$US$SCAN$OR$001/Y/13829$2010-015-4$US$SCAN$OR$001 -region_8.tiff,Y
13829$2010-015-4$US$SCAN$OR$001,13829$2010-015-4$US$SCAN$OR$001 -region_9.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-4$US$SCAN$OR$001/Y/13829$2010-015-4$US$SCAN$OR$001 -region_9.tiff,Y
13829$2010-015-4$US$SCAN$OR$001,13829$2010-015-4$US$SCAN$OR$001 -region_1.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-4$US$SCAN$OR$001/E/13829$2010-015-4$US$SCAN$OR$001 -region_1.tiff,E
13829$2010-015-4$US$SCAN$OR$001,13829$2010-015-4$US$SCAN$OR$001 -region_5.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-4$US$SCAN$OR$001/E/13829$2010-015-4$US$SCAN$OR$001 -region_5.tiff,E
13829$2010-015-6$US$SCAN$OR$001,13829$2010-015-6$US$SCAN$OR$001 -region_1.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-6$US$SCAN$OR$001/Y/13829$2010-015-6$US$SCAN$OR$001 -region_1.tiff,Y
13829$2010-015-6$US$SCAN$OR$001,13829$2010-015-6$US$SCAN$OR$001 -region_3.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-6$US$SCAN$OR$001/Y/13829$2010-015-6$US$SCAN$OR$001 -region_3.tiff,Y
13829$2010-015-6$US$SCAN$OR$001,13829$2010-015-6$US$SCAN$OR$001 -region_4.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-6$US$SCAN$OR$001/Y/13829$2010-015-6$US$SCAN$OR$001 -region_4.tiff,Y
13829$2010-015-6$US$SCAN$OR$001,13829$2010-015-6$US$SCAN$OR$001 -region_7.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-6$US$SCAN$OR$001/Y/13829$2010-015-6$US$SCAN$OR$001 -region_7.tiff,Y
13829$2010-015-6$US$SCAN$OR$001,13829$2010-015-6$US$SCAN$OR$001 -region_8.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-6$US$SCAN$OR$001/Y/13829$2010-015-6$US$SCAN$OR$001 -region_8.tiff,Y
13829$2010-015-6$US$SCAN$OR$001,13829$2010-015-6$US$SCAN$OR$001 -region_2.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-6$US$SCAN$OR$001/E/13829$2010-015-6$US$SCAN$OR$001 -region_2.tiff,E
13829$2010-015-6$US$SCAN$OR$001,13829$2010-015-6$US$SCAN$OR$001 -region_5.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-6$US$SCAN$OR$001/E/13829$2010-015-6$US$SCAN$OR$001 -region_5.tiff,E
13829$2010-015-6$US$SCAN$OR$001,13829$2010-015-6$US$SCAN$OR$001 -region_6.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2010-015-6$US$SCAN$OR$001/E/13829$2010-015-6$US$SCAN$OR$001 -region_6.tiff,E
13829$2011-007-1$US$SCAN$OR$001,13829$2011-007-1$US$SCAN$OR$001 -region_1.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2011-007-1$US$SCAN$OR$001/Y/13829$2011-007-1$US$SCAN$OR$001 -region_1.tiff,Y
13829$2011-007-1$US$SCAN$OR$001,13829$2011-007-1$US$SCAN$OR$001 -region_2.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2011-007-1$US$SCAN$OR$001/Y/13829$2011-007-1$US$SCAN$OR$001 -region_2.tiff,Y
13829$2011-007-1$US$SCAN$OR$001,13829$2011-007-1$US$SCAN$OR$001 -region_3.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2011-007-1$US$SCAN$OR$001/Y/13829$2011-007-1$US$SCAN$OR$001 -region_3.tiff,Y
13829$2011-007-1$US$SCAN$OR$001,13829$2011-007-1$US$SCAN$OR$001 -region_4.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2011-007-1$US$SCAN$OR$001/Y/13829$2011-007-1$US$SCAN$OR$001 -region_4.tiff,Y
13829$2011-007-1$US$SCAN$OR$001,13829$2011-007-1$US$SCAN$OR$001 -region_5.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2011-007-1$US$SCAN$OR$001/Y/13829$2011-007-1$US$SCAN$OR$001 -region_5.tiff,Y
13829$2011-009-1$US$SCAN$OR$001,13829$2011-009-1$US$SCAN$OR$001 -region_1.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2011-009-1$US$SCAN$OR$001/Y/13829$2011-009-1$US$SCAN$OR$001 -region_1.tiff,Y
13829$2011-009-1$US$SCAN$OR$001,13829$2011-009-1$US$SCAN$OR$001 -region_2.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2011-009-1$US$SCAN$OR$001/Y/13829$2011-009-1$US$SCAN$OR$001 -region_2.tiff,Y
13829$2011-009-1$US$SCAN$OR$001,13829$2011-009-1$US$SCAN$OR$001 -region_4.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2011-009-1$US$SCAN$OR$001/Y/13829$2011-009-1$US$SCAN$OR$001 -region_4.tiff,Y
13829$2011-009-1$US$SCAN$OR$001,13829$2011-009-1$US$SCAN$OR$001 -region_5.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2011-009-1$US$SCAN$OR$001/Y/13829$2011-009-1$US$SCAN$OR$001 -region_5.tiff,Y
13829$2011-009-1$US$SCAN$OR$001,13829$2011-009-1$US$SCAN$OR$001 -region_6.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2011-009-1$US$SCAN$OR$001/Y/13829$2011-009-1$US$SCAN$OR$001 -region_6.tiff,Y
13829$2011-009-1$US$SCAN$OR$001,13829$2011-009-1$US$SCAN$OR$001 -region_3.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2011-009-1$US$SCAN$OR$001/E/13829$2011-009-1$US$SCAN$OR$001 -region_3.tiff,E
13829$2011-009-2$US$SCAN$OR$001,13829$2011-009-2$US$SCAN$OR$001 -region_1.tiff,/home/miruna/.dumps/BAT-ACG/repo/dataset/data/roi/ds_phase_3_raw/labeled/13829$2011-009-2$US$SCAN$OR$001/Y/13829$2011-009-2$US$SCAN$OR$001 -region_1.tiff,Y
